UpdateTime,LastPrice,SPECIAL_TIME,ASK_VIB,BID_VIB,DIFF_AB,HIGH,LOW,CLOSE,FEE,ASK_VIB_NXT,BID_VIB_NXT,DIFF_AB_NXT,MEAN_DEVIATION,GT_MIN_RATE,LT_MAX_RATE,PRICE_VIB,TREND,DIFF_PRICE
09:30:10.000,4122.2,0,0.0,0.0,0.0,4.3661766846147385,-0.9702614854716578,-0.9702614854716578,0.23,0.0,0.0,1.0916500897596613,-0.13159128845775908,0.0,0.0,0.0,0.0,0.0
09:30:20.000,4122.6,0,0.0,0.0,1.0916500897596613,2.4262422360248443,-2.911490683231579,2.4262422360248443,0.23,7.3747028285843825,6.719712774732998,1.7466401436110455,0.05684499237967916,0.09703556353416762,0.0,0.019406171162526728,0.0,0.0
09:30:30.000,4125.8,0,7.3747028285843825,6.719712774732998,1.7466401436110455,6.791171477080238,0.0,6.791171477080238,0.23,0.8490611809236909,1.57682790742719,1.0188734171075464,0.756819180912417,0.8733200718064053,0.0,0.9441740901820328,0.0,0.0
09:30:40.000,4124.6,0,0.8490611809236909,1.57682790742719,1.0188734171075464,0.0,-4.847309743092584,-3.393116820163927,0.23,-2.1105235068650012,-2.037746834215093,0.9460967444576378,0.41848247783302994,0.5822133812043437,0.29093730301115694,0.6983849847232929,0.0,0.0
09:30:50.000,4123.8,0,-2.1105235068650012,-2.037746834215093,0.9460967444576378,0.0,-3.394268535132002,-1.9395820200751148,0.23,-2.1833001795171167,-2.571442433650698,1.3342389985912193,0.20710755000034525,0.38814225413622916,0.4849895727241864,0.5237887385424698,0.0,0.0
09:31:00.000,4123.8,0,-2.1833001795171167,-2.571442433650698,1.3342389985912193,0.9700732405309835,-3.395256341852928,0.9700732405309835,0.23,-1.3827567803592962,-1.4797923438954492,1.4312745621273726,0.20850597721566572,0.38814225413622916,0.4849895727241864,0.4190309908339758,0.0,0.0
09:31:10.000,4121.6,0,-1.3827567803592962,-1.4797923438954492,1.4312745621273726,0.0,-5.334885299965609,-5.334885299965609,0.23,-4.92455484935167,-4.9002959584698385,1.4070156712455406,-0.3159105070699338,0.0,1.0190217391303906,0.5168997103699217,0.0,0.0
09:31:20.000,4119.4,0,-4.92455484935167,-4.9002959584698385,1.4070156712455406,0.0,-4.367659904882514,-4.367659904882514,0.23,-4.948813740235709,-4.390859249911652,0.8490611809214845,-0.8002300596298919,0.0,1.55362431422065,0.9492105648400345,0.0,0.0
09:31:30.000,4118.4,0,-4.948813740235709,-4.390859249911652,0.8490611809214845,0.9711566475663692,-3.3990482664867088,-0.9711566475685774,0.23,-1.5283101256635259,-1.5768279074293963,0.8975789626873547,-0.9540913249203543,0.0,1.7968142968144296,1.3947959959247211,0.0,0.0
09:31:40.000,4117.6,0,-1.5283101256635259,-1.5768279074293963,0.8975789626873547,0.0,-2.4283632831471587,-0.9713453132579801,0.23,-1.212944544173234,-1.3827567803592962,1.0673911988734166,-1.058859978709574,0.0,1.9914513308723083,1.8145540627452241,0.0,0.0
09:31:50.000,4117.4,0,-1.212944544173234,-1.3827567803592962,1.0673911988734166,1.4573010784036817,-1.943068104537506,0.4857670261338242,0.23,4.366600359032026,4.4878948134456,0.9460967444598442,-1.0404486182685608,0.0,2.0401224073445734,2.0959388758015285,0.0,0.0
09:32:00.000,4119.0,0,4.366600359032026,4.4878948134456,0.9460967444598442,3.3997085964051386,0.0,2.4283632831471587,0.23,0.4851778176675285,0.48517781767194124,0.9460967444554315,-0.6201359875246688,0.38859474425617235,1.6508861374120372,2.0383876862940418,0.0,0.0
09:32:10.000,4119.8,0,0.4851778176675285,0.48517781767194124,0.9460967444554315,1.4565935133044374,-1.4565935133022294,1.4565935133044374,0.23,4.657707049636073,4.487894813450012,1.1159089806414935,-0.40041080507952087,0.5828921163842584,1.4563813777367833,1.9134189438053837,0.0,-1.4555334530105284
09:32:20.000,4120.0,0,4.657707049636073,4.487894813450012,1.1159089806414935,5.340065051701097,0.0,0.4854604592451529,0.23,-3.250691378390533,-3.323468051042648,1.1886856532936083,-0.34565877453896066,0.6314664594162248,1.4077669902913064,1.792525278381887,0.0,-1.4070156712435549
09:32:30.000,4120.4,0,-3.250691378390533,-3.323468051042648,1.1886856532936083,0.0,-2.912197252829024,-0.48536620880630876,0.23,0.3638833632517496,0.31536558148808563,1.2372034350572725,-0.23695600058953384,0.7286151454801575,1.310552373556098,1.6734347889184353,0.0,-1.309980107709608
09:32:40.000,4119.8,0,0.3638833632517496,0.31536558148808563,1.2372034350572725,1.9415590719352054,-3.3977283758849537,-1.4561693039497485,0.23,2.4501479792371255,2.18330017951491,1.5040512347794874,-0.3720261174047229,0.5828921163842584,1.4563813777367833,1.587271736415644,-0.6666666666666666,-1.4555334530105284
09:32:50.000,4121.2,0,2.4501479792371255,2.18330017951491,1.5040512347794874,2.9121972528268163,-0.9707324176104103,1.4560986264123046,0.23,0.7762845082715758,1.1159089806414935,1.1644267624095699,-0.03052949742838964,0.9229125176082436,1.1161797534699516,1.4885650909109178,-0.6666666666666666,-1.1159089806414935
09:33:00.000,4120.8,0,0.7762845082715758,1.1159089806414935,1.1644267624095699,0.9705910899751181,-0.9705910899729114,-0.9705910899729114,0.23,3.566056959874206,3.8571636504782534,0.8733200718055227,-0.12714485256973052,0.825763831544311,1.213356629780625,1.4016802463128157,-0.6666666666666666,-1.2129445441754403
09:33:10.000,4123.2,0,3.566056959874206,3.8571636504782534,0.8733200718055227,3.881799213934335,-0.48522490174151606,3.396574312192819,0.23,-0.21833001795193227,-0.6307311629717586,1.285721216825349,0.44224577717294994,1.4086559479283487,0.6305781916958585,1.3849617560404608,0.0,0.9218378535733788
09:33:20.000,4122.6,0,-0.21833001795193227,-0.6307311629717586,1.285721216825349,2.4256537136758354,-1.4553922282063838,0.0,0.23,-0.26684779971559625,0.2911066906018409,0.7277667265079119,0.2884988767248841,1.2629329188324496,0.7762091883762232,1.338394029332085,0.0,0.7762845082724583
09:33:30.000,4122.6,0,-0.26684779971559625,0.2911066906018409,0.7277667265079119,0.48513074273472584,-0.9702614854716578,0.0,0.23,1.0916500897552488,1.1159089806414935,0.7035078356216672,0.28322568456787295,1.2629329188324496,0.7762091883762232,1.2941005192576625,0.3333333333333333,0.7762845082724583
09:33:40.000,4123.2,0,1.0916500897552488,1.1159089806414935,0.7035078356216672,1.45532162607804,-0.970214417387566,0.9702144173853599,0.23,2.862549124254745,2.3288535248169335,1.2372034350594787,0.4199599268257166,1.4086559479283487,0.6305781916958585,1.2736744707035228,0.3333333333333333,0.9218378535733788
09:33:50.000,4124.8,0,2.862549124254745,2.3288535248169335,1.2372034350594787,2.910078572121006,-0.485013095355339,2.910078572121006,0.23,4.730483722283776,4.876037067585799,1.091650089757455,0.7895632066004343,1.7972506921845208,0.24243599689681922,1.3409662959319388,0.3333333333333333,1.309980107709608
09:34:00.000,4126.4,0,4.730483722283776,4.876037067585799,1.091650089757455,4.363636363636805,0.0,3.3939393939385116,0.23,5.336955994371496,5.482509339673521,0.9460967444554315,1.1447264555021943,2.1858454364404727,0.0,1.5248883276640384,0.6666666666666666,1.6981223618456167
09:34:10.000,4130.0,0,5.336955994371496,5.482509339673521,0.9460967444554315,7.754192110109087,-0.4846370068814047,7.754192110109087,0.23,-1.1644267624073636,-2.1833001795171167,1.964970161565184,1.9281178416455629,3.0601836110167495,0.0,2.1283959722207544,1.0,2.571442433652022
09:34:20.000,4126.6,0,-1.1644267624073636,-2.1833001795171167,1.964970161565184,0.0,-9.201414112063977,-7.7485592522635915,0.23,0.7277667265034992,1.6496045800770984,1.0431323079915846,1.04451026989525,2.2344197794726597,0.8239228420490564,2.237183889170807,0.0,-0.8248022900392111
09:34:30.000,4128.0,0,0.7277667265034992,1.6496045800770984,1.0431323079915846,5.331265448552847,0.0,3.3926234672603015,0.23,-1.0188734171053402,-1.1644267624051574,1.188685653291402,1.341096077004502,2.574440180696645,0.4844961240310077,2.451656313097249,0.0,-0.4851778176701761
09:34:40.000,4127.4,0,-1.0188734171053402,-1.1644267624051574,1.188685653291402,0.4845195988173315,-1.4535587964541976,-0.9690391976368663,0.23,-0.5336955994378115,-1.0916500897596613,1.746640143613252,1.1695230682918236,2.4287171516005244,0.6299365217813548,2.574769202336742,0.0,-0.6307311629713173
09:34:50.000,4126.8,0,-0.5336955994378115,-1.0916500897596613,1.746640143613252,2.907962971937716,0.0,0.48466049532258537,0.23,-0.2911066906018409,-0.2911066906018409,1.746640143613252,1.009118604309088,2.282994122504626,0.7754192110109087,2.6297659055493403,0.0,-0.7762845082722377
