UpdateTime,LastPrice,SPECIAL_TIME,ASK_VIB,BID_VIB,DIFF_AB,HIGH,LOW,CLOSE,FEE,ASK_VIB_NXT,BID_VIB_NXT,DIFF_AB_NXT
09:30:10.000,4020.0,0,0.0,0.0,0.0,0.0,-9.943323058566174,-6.960326140996774,0.23,0.0,0.0,1.2686567164184535
09:30:20.000,4020.0,0,0.0,0.0,1.2686567164184535,1.990247785849791,-4.975619464623346,0.9951238929248954,0.23,-0.8955223880600183,-1.194029850746314,1.567164179104749
09:30:30.000,4018.6,0,-0.8955223880600183,-1.194029850746314,1.567164179104749,0.9951734089667386,-3.980693635865823,-1.9903468179334771,0.23,-2.0895522388063323,-1.8905472636810037,1.3681592039794208
09:30:40.000,4018.6,0,-2.0895522388063323,-1.8905472636810037,1.3681592039794208,1.9910403185669039,-4.9776007964161275,1.4932802389246118,0.23,2.189054726369562,1.7910447761177741,1.7661691542312088
09:30:50.000,4018.2,0,2.189054726369562,1.7910447761177741,1.7661691542312088,3.9822788590768803,0.0,0.9955697147683712,0.23,0.3482587064662137,0.5970149253737226,1.5174129353236998
09:31:00.000,4019.2,0,0.3482587064662137,0.5970149253737226,1.5174129353236998,3.9818824349220145,-1.4932059130951896,2.4886765218256937,0.23,1.3930348258693799,1.915422885572094,0.9950248756209856
09:31:10.000,4021.4,0,1.3930348258693799,1.915422885572094,0.9950248756209856,5.971634735008935,-1.4929086837519507,5.971634735008935,0.23,6.268656716418996,6.318407960198915,0.9452736318410676
09:31:20.000,4022.2,0,6.268656716418996,6.318407960198915,0.9452736318410676,2.984035410553086,0.0,1.9893569403683473,0.23,4.004975124378427,3.1343283582106296,1.8159203980088645
09:31:30.000,4023.4,0,4.004975124378427,3.1343283582106296,1.8159203980088645,2.4857071836937608,-0.9942828734777304,0.9942828734777304,0.23,-1.243781094527363,-0.6716417910458621,1.243781094527363
09:31:40.000,4022.8,0,-1.243781094527363,-0.6716417910458621,1.243781094527363,1.4913501690205901,-2.48558361503281,-0.9942334460122196,0.23,-1.1194029850753056,-1.0945273631842154,1.218905472636273
09:31:50.000,4022.2,0,-1.1194029850753056,-1.0945273631842154,1.218905472636273,1.4915726147265675,-1.9887634863017132,-0.9943817431514219,0.23,0.7213930348269113,0.7462686567157392,1.1940298507474452
