UpdateTime,LastPrice,SPECIAL_TIME,ASK_VIB,BID_VIB,DIFF_AB,HIGH,LOW,CLOSE,FEE
09:30:10.000,4092.0,0,0.0,0.0,0.0,14.667057788207686,0.0,2.933411557641092,0.23
09:30:20.000,4096.0,0,0.0,0.0,1.5884652981418284,10.75006107989161,0.0,7.329587099926703,0.23
09:30:30.000,4093.4,0,-3.274682306940727,-3.0058651026393406,1.319648093840442,0.9765624999991118,-7.32421875,-6.347656249999778,0.23
09:30:40.000,4096.0,0,3.690127077224385,3.2746823069385043,1.7350928641263224,4.395389724556021,0.0,1.9535065442473674,0.23
09:30:50.000,4096.0,0,-1.0997067448698132,-0.7820136852387805,1.4173998044952896,2.441525465110601,-2.441525465110601,0.48830509302167613,0.23
09:31:00.000,4095.2,0,-1.5884652981407172,-1.3929618768321332,1.2218963831867058,0.0,-4.883050930221202,-1.4649152790672488,0.23
09:31:10.000,4096.8,0,4.007820136852084,4.081133919842664,1.1485826001961257,4.883527860525334,0.0,3.4184695023687333,0.23
09:31:20.000,4097.8,0,1.5640273704797836,1.3440860215058208,1.3685239491700885,0.9761811792259766,-2.440452948067161,0.4880905896129883,0.23
09:31:30.000,4101.0,0,4.594330400780057,4.8387096774205105,1.1241446725296356,9.273721202653437,0.0,8.297540023427459,0.23
09:31:40.000,4101.2,0,3.7878787878792326,3.5679374389052696,1.3440860215035983,3.4141345168990784,-1.4632005072437297,1.4632005072415117,0.23
09:31:50.000,4103.0,0,4.8387096774205105,4.985337243399448,1.1974584555246608,4.875670404680643,0.0,2.4378352023403216,0.23
09:32:00.000,4102.2,0,-1.8572825024443262,-2.370478983380609,1.7106549364609436,0.9750865389316604,-2.437716347325825,0.0,0.23
09:32:10.000,4100.4,0,-0.2688172043002751,-0.12218963831689249,1.564027370477561,2.4378352023403216,-3.900536323745402,-3.900536323745402,0.23
09:32:20.000,4101.0,0,-1.588465298144051,-1.392961876834356,1.3685239491678658,2.438786459857575,0.0,1.4632718759154324,0.23
09:32:30.000,4100.2,0,-2.3216031280542966,-2.2727272727257612,1.3196480938393307,0.0,-2.438667512071404,-0.9754670048298923,0.23
09:32:40.000,4100.6,0,1.0752688172055458,1.1485826001916806,1.246334310853196,3.902439024391131,-0.48780487804833683,1.4634146341472287,0.23
09:32:50.000,4100.6,0,0.953079178884208,0.5620723362670405,1.6373411534703635,0.9752291788561444,-2.925687536572868,-2.438072947142578,0.23
09:33:00.000,4100.4,0,-2.1260997067446015,-1.5395894428132935,1.0508308895390557,2.439143372847456,0.0,1.4634860237071423,0.23
